customer_id,month,mrr,segment
C0019,2025-04-01,144.37,SMB
C0019,2025-05-01,144.37,SMB
C0019,2025-06-01,144.37,SMB
C0019,2025-07-01,144.37,SMB
C0019,2025-08-01,144.37,SMB
C0019,2025-09-01,144.37,SMB
C0020,2022-12-01,125.82,SMB
C0020,2023-01-01,125.82,SMB
C0020,2023-02-01,125.82,SMB
C0020,2023-03-01,125.82,SMB
C0020,2023-04-01,125.82,SMB
C0020,2023-05-01,125.82,SMB
C0020,2023-06-01,125.82,SMB
C0020,2023-07-01,125.82,SMB
C0020,2023-08-01,125.82,SMB
C0020,2023-09-01,125.82,SMB
C0020,2023-10-01,125.82,SMB
C0020,2023-11-01,125.82,SMB
C0020,2023-12-01,125.82,SMB
C0020,2024-01-01,125.82,SMB
C0020,2024-02-01,125.82,SMB
C0020,2024-03-01,125.82,SMB
C0020,2024-04-01,125.82,SMB
C0020,2024-05-01,125.82,SMB
C0020,2024-06-01,125.82,SMB
C0020,2024-07-01,106.17,SMB
C0020,2024-08-01,106.17,SMB
C0020,2024-09-01,106.17,SMB
C0020,2024-10-01,106.17,SMB
C0020,2024-11-01,106.17,SMB
C0020,2024-12-01,106.17,SMB
C0020,2025-01-01,106.17,SMB
C0020,2025-02-01,106.17,SMB
C0020,2025-03-01,106.17,SMB
C0021,2023-05-01,53.52,Mid-Market
C0022,2024-06-01,109.49,SMB
C0022,2024-07-01,128.72,SMB
C0022,2024-08-01,128.72,SMB
C0022,2024-09-01,128.72,SMB
C0022,2024-10-01,128.72,SMB
C0022,2024-11-01,128.72,SMB
C0022,2024-12-01,128.72,SMB
C0022,2025-01-01,135.86,SMB
C0022,2025-02-01,135.86,SMB
C0022,2025-03-01,135.86,SMB
C0022,2025-04-01,135.86,SMB
C0022,2025-05-01,135.86,SMB
C0022,2025-06-01,135.86,SMB
C0022,2025-07-01,135.86,SMB
C0022,2025-08-01,135.86,SMB
C0022,2025-09-01,135.86,SMB
C0023,2023-12-01,52.3,Mid-Market
C0023,2024-01-01,52.3,Mid-Market
C0023,2024-02-01,52.3,Mid-Market
C0023,2024-03-01,52.3,Mid-Market
C0023,2024-04-01,52.3,Mid-Market
C0023,2024-05-01,61.32,Mid-Market
C0023,2024-06-01,61.32,Mid-Market
C0023,2024-07-01,61.32,Mid-Market
C0023,2024-08-01,61.32,Mid-Market
C0023,2024-09-01,61.32,Mid-Market
C0023,2024-10-01,73.4,Mid-Market
C0023,2024-11-01,73.4,Mid-Market
C0023,2024-12-01,85.08,Mid-Market
C0023,2025-01-01,85.08,Mid-Market
C0023,2025-02-01,85.08,Mid-Market
C0023,2025-03-01,85.08,Mid-Market
C0023,2025-04-01,85.08,Mid-Market
C0024,2024-02-01,103.9,SMB
C0024,2024-03-01,103.9,SMB
C0024,2024-04-01,103.9,SMB
C0024,2024-05-01,103.9,SMB
C0024,2024-06-01,103.9,SMB
C0024,2024-07-01,103.9,SMB
C0024,2024-08-01,84.62,SMB
C0024,2024-09-01,92.94,SMB
C0024,2024-10-01,92.94,SMB
C0024,2024-11-01,92.94,SMB
C0024,2024-12-01,92.94,SMB
C0024,2025-01-01,92.94,SMB
C0024,2025-02-01,92.94,SMB
C0024,2025-03-01,92.94,SMB
C0024,2025-04-01,92.94,SMB
C0024,2025-05-01,92.94,SMB
C0024,2025-06-01,92.94,SMB
C0024,2025-07-01,103.72,SMB
C0024,2025-08-01,103.72,SMB
C0024,2025-09-01,103.72,SMB
C0025,2023-06-01,112.1,Mid-Market
C0025,2023-07-01,112.1,Mid-Market
C0025,2023-08-01,112.1,Mid-Market
C0025,2023-09-01,112.1,Mid-Market
C0025,2023-10-01,112.1,Mid-Market
C0025,2023-11-01,112.1,Mid-Market
C0025,2023-12-01,112.1,Mid-Market
C0025,2024-01-01,129.64,Mid-Market
C0025,2024-02-01,129.64,Mid-Market
C0025,2024-03-01,138.23,Mid-Market
C0025,2024-04-01,138.23,Mid-Market
C0025,2024-05-01,138.23,Mid-Market
C0025,2024-06-01,138.23,Mid-Market
C0025,2024-07-01,138.23,Mid-Market
C0025,2024-08-01,138.23,Mid-Market
C0025,2024-09-01,138.23,Mid-Market
C0025,2024-10-01,138.23,Mid-Market
C0025,2024-11-01,117.84,Mid-Market
C0025,2024-12-01,117.84,Mid-Market
C0025,2025-01-01,117.84,Mid-Market
C0025,2025-02-01,117.84,Mid-Market
C0025,2025-03-01,117.84,Mid-Market
C0025,2025-04-01,117.84,Mid-Market
C0025,2025-05-01,117.84,Mid-Market
C0025,2025-06-01,117.84,Mid-Market
C0025,2025-07-01,140.68,Mid-Market
C0025,2025-08-01,140.68,Mid-Market
C0025,2025-09-01,140.68,Mid-Market
C0026,2022-09-01,133.75,SMB
C0026,2022-10-01,133.75,SMB
C0026,2022-11-01,133.75,SMB
C0026,2022-12-01,133.75,SMB
C0026,2023-01-01,133.75,SMB
C0026,2023-02-01,133.75,SMB
C0026,2023-03-01,133.75,SMB
C0026,2023-04-01,133.75,SMB
C0026,2023-05-01,133.75,SMB
C0026,2023-06-01,158.48,SMB
C0026,2023-07-01,158.48,SMB
C0026,2023-08-01,158.48,SMB
C0026,2023-09-01,158.48,SMB
C0026,2023-10-01,184.51,SMB
C0026,2023-11-01,184.51,SMB
C0026,2023-12-01,184.51,SMB
C0026,2024-01-01,184.51,SMB
C0026,2024-02-01,184.51,SMB
C0026,2024-03-01,184.51,SMB
C0026,2024-04-01,184.51,SMB
C0026,2024-05-01,184.51,SMB
C0026,2024-06-01,184.51,SMB
C0026,2024-07-01,209.05,SMB
C0026,2024-08-01,209.05,SMB
C0026,2024-09-01,209.05,SMB
C0026,2024-10-01,209.05,SMB
C0026,2024-11-01,209.05,SMB
C0026,2024-12-01,249.34,SMB
C0026,2025-01-01,249.34,SMB
C0027,2023-11-01,130.45,SMB
C0027,2023-12-01,130.45,SMB
C0027,2024-01-01,130.45,SMB
C0027,2024-02-01,130.45,SMB
C0027,2024-03-01,130.45,SMB
C0027,2024-04-01,130.45,SMB
C0027,2024-05-01,130.45,SMB
C0027,2024-06-01,130.45,SMB
C0027,2024-07-01,130.45,SMB
C0027,2024-08-01,130.45,SMB
C0027,2024-09-01,130.45,SMB
C0027,2024-10-01,130.45,SMB
C0027,2024-11-01,130.45,SMB
C0027,2024-12-01,130.45,SMB
C0027,2025-01-01,115.14,SMB
C0027,2025-02-01,115.14,SMB
C0027,2025-03-01,115.14,SMB
C0027,2025-04-01,115.14,SMB
C0027,2025-05-01,115.14,SMB
C0027,2025-06-01,115.14,SMB
C0027,2025-07-01,115.14,SMB
C0027,2025-08-01,115.14,SMB
C0027,2025-09-01,130.6,SMB
C0028,2024-07-01,48.65,SMB
C0028,2024-08-01,48.65,SMB
C0028,2024-09-01,48.65,SMB
C0029,2022-07-01,140.47,Mid-Market
C0029,2022-08-01,140.47,Mid-Market
C0029,2022-09-01,140.47,Mid-Market
C0029,2022-10-01,140.47,Mid-Market
C0029,2022-11-01,140.47,Mid-Market
C0029,2022-12-01,116.47,Mid-Market
C0029,2023-01-01,116.47,Mid-Market
C0029,2023-02-01,116.47,Mid-Market
C0029,2023-03-01,116.47,Mid-Market
C0029,2023-04-01,116.47,Mid-Market
C0029,2023-05-01,116.47,Mid-Market
C0029,2023-06-01,116.47,Mid-Market
C0029,2023-07-01,116.47,Mid-Market
C0029,2023-08-01,136.44,Mid-Market
C0029,2023-09-01,136.44,Mid-Market
C0029,2023-10-01,136.44,Mid-Market
C0029,2023-11-01,136.44,Mid-Market
C0029,2023-12-01,136.44,Mid-Market
C0029,2024-01-01,136.44,Mid-Market
C0029,2024-02-01,136.44,Mid-Market
C0029,2024-03-01,136.44,Mid-Market
C0029,2024-04-01,149.18,Mid-Market
C0029,2024-05-01,149.18,Mid-Market
C0029,2024-06-01,149.18,Mid-Market
C0029,2024-07-01,149.18,Mid-Market
C0029,2024-08-01,149.18,Mid-Market
C0029,2024-09-01,149.18,Mid-Market
C0029,2024-10-01,149.18,Mid-Market
C0029,2024-11-01,149.18,Mid-Market
C0029,2024-12-01,149.18,Mid-Market
C0029,2025-01-01,149.18,Mid-Market
C0029,2025-02-01,149.18,Mid-Market
C0029,2025-03-01,149.18,Mid-Market
C0029,2025-04-01,149.18,Mid-Market
C0029,2025-05-01,149.18,Mid-Market
C0029,2025-06-01,149.18,Mid-Market
C0029,2025-07-01,149.18,Mid-Market
C0029,2025-08-01,149.18,Mid-Market
C0029,2025-09-01,149.18,Mid-Market
C0030,2023-08-01,43.45,SMB
C0031,2023-01-01,48.97,Enterprise
C0031,2023-02-01,48.97,Enterprise
C0031,2023-03-01,48.97,Enterprise
C0031,2023-04-01,44.7,Enterprise
C0031,2023-05-01,44.7,Enterprise
C0031,2023-06-01,44.7,Enterprise
C0031,2023-07-01,44.7,Enterprise
C0031,2023-08-01,44.7,Enterprise
C0031,2023-09-01,44.7,Enterprise
C0031,2023-10-01,44.7,Enterprise
C0031,2023-11-01,44.7,Enterprise
C0031,2023-12-01,49.28,Enterprise
C0031,2024-01-01,49.28,Enterprise
C0031,2024-02-01,49.28,Enterprise
C0031,2024-03-01,49.28,Enterprise
C0031,2024-04-01,49.28,Enterprise
C0031,2024-05-01,49.28,Enterprise
C0031,2024-06-01,59.1,Enterprise
C0031,2024-07-01,59.1,Enterprise
C0031,2024-08-01,59.1,Enterprise
C0031,2024-09-01,59.1,Enterprise
C0031,2024-10-01,59.1,Enterprise
C0031,2024-11-01,55.01,Enterprise
C0031,2024-12-01,55.01,Enterprise
C0031,2025-01-01,55.01,Enterprise
C0031,2025-02-01,55.01,Enterprise
C0031,2025-03-01,55.01,Enterprise
C0031,2025-04-01,55.01,Enterprise
C0031,2025-05-01,55.01,Enterprise
C0031,2025-06-01,55.01,Enterprise
C0031,2025-07-01,55.01,Enterprise
C0031,2025-08-01,55.01,Enterprise
C0031,2025-09-01,65.65,Enterprise
C0032,2023-12-01,425.15,SMB
C0032,2024-01-01,425.15,SMB
C0032,2024-02-01,425.15,SMB
C0033,2023-12-01,35.96,SMB
C0033,2024-01-01,35.96,SMB
C0033,2024-02-01,35.96,SMB
C0033,2024-03-01,35.96,SMB
C0033,2024-04-01,35.96,SMB
C0033,2024-05-01,35.96,SMB
C0033,2024-06-01,35.96,SMB
C0033,2024-07-01,35.96,SMB
C0033,2024-08-01,35.96,SMB
C0033,2024-09-01,35.96,SMB
C0033,2024-10-01,35.96,SMB
C0033,2024-11-01,35.96,SMB
C0033,2024-12-01,35.96,SMB
C0033,2025-01-01,35.96,SMB
C0033,2025-02-01,35.96,SMB
C0033,2025-03-01,35.96,SMB
